ItemName_TH= {
    ItemName_Base.PeanutButterSandwich = "แซนด์วิชเนยถั่ว",
    ItemName_Base.Peanuts = "ถั่วลิสง",
    ItemName_Base.Pear = "แพร์",
    ItemName_Base.Peas = "ถั่วลันเตา",
    ItemName_Base.Pen = "ปากกาดำ",
    ItemName_Base.Pencil = "ดินสอ",
    ItemName_Base.Pepper = "พริก",
    ItemName_Base.PepperHabanero = "พริกอาบาเนโร",
    ItemName_Base.PepperJalapeno = "พริกจาลาเปโญ",
    ItemName_Base.Peppermint = "ลูกอมรสเปปเปอร์มินต์",
    ItemName_Base.Pepperoni = "เปปเปอโรนี",
    ItemName_Base.PercedWood = "ไม้กระดานเจาะรู",
    ItemName_Base.Perch = "ปลาเพิร์ช",
    ItemName_Base.Perfume = "น้ำหอม",
    ItemName_Base.Perogies = "เปโรกีส์",
    ItemName_Base.PetrolCan = "ถังน้ำมัน (มีน้ำมัน)",
    ItemName_Base.PetrolBleachBottle = "ขวดใส่น้ำมันเบนซิน",
    ItemName_Base.PetrolPopBottle = "ขวดใส่น้ำมันเบนซิน",
    ItemName_Base.PickAxe = "อีเต้อ",
    ItemName_Base.PickAxeHandle = "ด้ามอีเต้อ",
    ItemName_Base.PickAxeHandleSpiked = "ด้ามอีเต้อฝังตะปู",
    ItemName_Base.Pickles = "แตงกวาดอง",
    ItemName_Base.Pie = "พาย (เป็นชิ้น)",
    ItemName_Base.PieApple = "พายแอปเปิ้ล",
    ItemName_Base.PieBlueberry = "พายบลูเบอร์รี",
    ItemName_Base.PieDough = "แป้งพาย",
    ItemName_Base.PieKeyLime = "พายมะนาวแป้น",
    ItemName_Base.PieLemonMeringue = "พายเลมอนเมอแรงก์",
    ItemName_Base.PiePrep = "พายก่อนอบ",
    ItemName_Base.PiePumpkin = "พายฟักทอง (เป็นชิ้น)",
    ItemName_Base.PieWholeRaw = "พาย",
    ItemName_Base.PieWholeRawSweet = "พาย",
    ItemName_Base.Pike = "ปลาหมอไพก์",
    ItemName_Base.Pillbug = "ตัวกะปิ",
    ItemName_Base.Pillow = "หมอน",
    ItemName_Base.Pills = "ยาแก้ปวด",
    ItemName_Base.PillsAntiDep = "ยาต้านเศร้า",
    ItemName_Base.PillsBeta = "ยาลดความดันโลหิต",
    ItemName_Base.PillsSleepingTablets = "ยานอนหลับ",
    ItemName_Base.PillsVitamins = "วิตามิน",
    ItemName_Base.Pineapple = "สับปะรด",
    ItemName_Base.Pinecone = "ลูกสน",
    ItemName_Base.Pipe = "ท่อพลาสติก",
    ItemName_Base.PipeBomb = "ระเบิดท่อแป๊ป",
    ItemName_Base.PipeBombRemote = "ระเบิดท่อแป๊ป (ควบคุมด้วยรีโมต)",
    ItemName_Base.PipeBombSensorV1 = "ระเบิดท่อแป๊ป (เซ็นเซอร์)",
    ItemName_Base.PipeBombSensorV2 = "ระเบิดท่อแป๊ป (เซ็นเซอร์)",
    ItemName_Base.PipeBombSensorV3 = "ระเบิดท่อแป๊ป (เซ็นเซอร์)",
    ItemName_Base.PipeBombTriggered = "ระเบิดท่อแป๊ป (ตั้งเวลา)",
    ItemName_Base.PipeWrench = "ประแจเลื่อน",
    ItemName_Base.Pistol = "ปืนพก M9",
    ItemName_Base.Pistol2 = "ปืนพก M1911",
    ItemName_Base.Pistol3 = "ปืนพก",
    ItemName_Base.PistolCase1 = "กระเป๋าปืน",
    ItemName_Base.PistolCase2 = "กระเป๋าปืน",
    ItemName_Base.PistolCase3 = "กระเป๋าปืน",
    ItemName_Base.Pizza = "ชิ้นพิซซ่า",
    ItemName_Base.PizzaRecipe = "พิซซ่า",
    ItemName_Base.PizzaWhole = "พิซซ่า",
    ItemName_Base.Plank = "ไม้กระดาน",
    ItemName_Base.PlankNail = "ไม้กระดานฝังตะปู",
    ItemName_Base.Plantain = "ผักกาดน้ำ",
    ItemName_Base.PlantainCataplasm = "ผักกาดน้ำ (ยาพอก)",
    ItemName_Base.PlasterPowder = "ถุงปูนปลาสเตอร์",
    ItemName_Base.PlasticCup = "แก้วพลาสติก",
    ItemName_Base.PlasticCupWater = "แก้วพลาสติกใส่น้ำ",
    ItemName_Base.PlasticTray = "ถาดพลาสติก",
    ItemName_Base.Plasticbag = "ถุงพลาสติก",
    ItemName_Base.Plate = "ถาด",
    ItemName_Base.PlateBlue = "ถาดสีน้ำเงิน",
    ItemName_Base.PlateFancy = "ถาดหรูหรา",
    ItemName_Base.PlateOrange = "ถาดสีส้ม",
    ItemName_Base.Plonkies = "เค้กสปันจ์สีทองสอดไส้ครีม (พลองกีส์)",
    ItemName_Base.Plunger = "ไม้ดูดส้วม",
    ItemName_Base.PokerChips  = "ชิปโป๊กเกอร์",
    ItemName_Base.PonchoGreen = "เสื้อคลุมปอนโช",
    ItemName_Base.PonchoGreenDOWN = "เสื้อคลุมปอนโช",
    ItemName_Base.PonchoYellow = "เสื้อคลุมปอนโช",
    ItemName_Base.PonchoYellowDOWN = "เสื้อคลุมปอนโช",
    ItemName_Base.PoolBall = "ลูกบอลสระว่ายน้ำ",
    ItemName_Base.Poolcue = "ไม้พูล",
    ItemName_Base.Pop = "น้ำอัดลม",
    ItemName_Base.Pop2 = "น้ำอัดลม",
    ItemName_Base.Pop2Empty = "กระป๋องน้ำอัดลมเปล่า",
    ItemName_Base.Pop3 = "น้ำอัดลม",
    ItemName_Base.Pop3Empty = "กระป๋องน้ำอัดลมเปล่า",
    ItemName_Base.PopBottle = "น้ำส้ม",
    ItemName_Base.PopBottleEmpty = "ขวดเปล่า",
    ItemName_Base.PopEmpty = "กระป๋องน้ำอัดลมเปล่า",
    ItemName_Base.Popcorn = "ข้าวโพดคั่วสำเร็จรูป",
    ItemName_Base.PorkChop = "พอร์กชอป",
    ItemName_Base.Pot = "หม้อทำอาหาร",
    ItemName_Base.PotOfSoup = "หม้อซุป",
    ItemName_Base.PotOfSoupRecipe = "หม้อซุป",
    ItemName_Base.PotOfStew = "หม้อสตู",
    ItemName_Base.PotatoPancakes = "แพนเค้กมันฝรั่ง",
    ItemName_Base.Pretzel = "เพรทเซล",
    ItemName_Base.Processedcheese = "ชีสแผ่น",
    ItemName_Base.PropaneTank = "ถังแก๊ส",
    ItemName_Base.Pumpkin = "ฟักทอง",
    ItemName_Base.Purse = "กระเป๋าถือผู้หญิง",
    ItemName_Base.QuaggaCakes = "เค้กม้าลาย (ควากกาเค้ก)",
    ItemName_Base.Rabbitmeat = "เนื้อกระต่าย",
    ItemName_Base.Radio = "วิทยุ",
    ItemName_Base.Rake = "คราด",
    ItemName_Base.Ramen = "บะหมี่แห้ง",
    ItemName_Base.RamenBowl = "ชามบะหมี่",
    ItemName_Base.Razor = "มีดโกน",
    ItemName_Base.RearCarDoor1 = "ประตูหลัง",
    ItemName_Base.RearCarDoor2 = "ประตูหลัง",
    ItemName_Base.RearCarDoor3 = "ประตูหลัง",
    ItemName_Base.RearCarDoorDouble1 = "ประตูหลังแบบคู่",
    ItemName_Base.RearCarDoorDouble2 = "ประตูหลังแบบคู่",
    ItemName_Base.RearCarDoorDouble3 = "ประตูหลังแบบคู่",
    ItemName_Base.RearWindow1 = "กระจกหน้าต่างหลัง",
    ItemName_Base.RearWindow2 = "กระจกหน้าต่างหลัง",
    ItemName_Base.RearWindow3 = "กระจกหน้าต่างหลัง",
    ItemName_Base.RearWindshield1 = "กระจกบังลมหลัง",
    ItemName_Base.RearWindshield2 = "กระจกบังลมหลัง",
    ItemName_Base.RearWindshield3 = "กระจกบังลมหลัง",
    ItemName_Base.Receiver = "ตัวรับสัญญาณ",
    ItemName_Base.RecoilPad = "รองพานท้าย",
    ItemName_Base.RedDot = "ศูนย์เล็งจุดแดง",
    ItemName_Base.RedPen = "ปากกาแดง",
    ItemName_Base.RefriedBeans = "ถั่วบด",
    ItemName_Base.Remote = "รีโมททีวี",
    ItemName_Base.RemoteCraftedV1 = "รีโมทควบคุม แบบที่ 1",
    ItemName_Base.RemoteCraftedV2 = "รีโมทควบคุม แบบที่ 2",
    ItemName_Base.RemoteCraftedV3 = "รีโมทควบคุม แบบที่ 3",
    ItemName_Base.Revolver = "ปืนลูกโม่ 625",
    ItemName_Base.RevolverCase1 = "กระเป๋าปืน",
    ItemName_Base.RevolverCase2 = "กระเป๋าปืน",
    ItemName_Base.RevolverCase3 = "กระเป๋าปืน",
    ItemName_Base.Revolver_Long = "ปืนลูกโม่",
    ItemName_Base.Revolver_Short = "ปืนลูกโม่ M36",
    ItemName_Base.Rice = "ข้าว",
    ItemName_Base.RiceBowl = "ชามข้าวต้ม",
    ItemName_Base.RicePan = "ข้าว",
    ItemName_Base.RicePaper = "แผ่นแป้ง",
    ItemName_Base.RicePot = "ข้าว",
    ItemName_Base.RiceVinegar = "น้ำส้มสายชูข้าว",
    ItemName_Base.RifleCase1 = "กระเป๋าปืน",
    ItemName_Base.RifleCase2 = "กระเป๋าปืน",
    ItemName_Base.RifleCase3 = "กระเป๋าปืน",
    ItemName_Base.Ring = "แหวน",
    ItemName_Base.Ring_Left_MiddleFinger_Gold = "แหวนทอง",
    ItemName_Base.Ring_Left_MiddleFinger_GoldDiamond = "แหวนทองฝังเพชร",
    ItemName_Base.Ring_Left_MiddleFinger_GoldRuby = "แหวนทองฝังทับทิม",
    ItemName_Base.Ring_Left_MiddleFinger_Silver = "แหวนเงิน",
    ItemName_Base.Ring_Left_MiddleFinger_SilverDiamond = "แหวนเงินฝังเพชร",
    ItemName_Base.Ring_Left_RingFinger_Gold = "แหวนทอง",
    ItemName_Base.Ring_Left_RingFinger_GoldDiamond = "แหวนทองฝังเพชร",
    ItemName_Base.Ring_Left_RingFinger_GoldRuby = "แหวนทองฝังทับทิม",
    ItemName_Base.Ring_Left_RingFinger_Silver = "แหวนเงิน",
    ItemName_Base.Ring_Left_RingFinger_SilverDiamond = "แหวนเงินฝังเพชร",
    ItemName_Base.Ring_Right_MiddleFinger_Gold = "แหวนทอง",
    ItemName_Base.Ring_Right_MiddleFinger_GoldDiamond = "แหวนทองฝังเพชร",
    ItemName_Base.Ring_Right_MiddleFinger_GoldRuby = "แหวนทองฝังทับทิม",
    ItemName_Base.Ring_Right_MiddleFinger_Silver = "แหวนเงิน",
    ItemName_Base.Ring_Right_MiddleFinger_SilverDiamond = "แหวนเงินฝังเพชร",
    ItemName_Base.Ring_Right_RingFinger_Gold = "แหวนทอง",
    ItemName_Base.Ring_Right_RingFinger_GoldDiamond = "แหวนทองฝังเพชร",
    ItemName_Base.Ring_Right_RingFinger_GoldRuby = "แหวนทองฝังทับทิม",
    ItemName_Base.Ring_Right_RingFinger_Silver = "แหวนเงิน",
    ItemName_Base.Ring_Right_RingFinger_SilverDiamond = "แหวนเงินฝังเพชร",
    ItemName_Base.RippedSheets = "เศษผ้า",
    ItemName_Base.RippedSheetsDirty = "เศษผ้าสกปรก",
    ItemName_Base.RiversideMap = "แผนที่ริเวอร์ไซด์",
    ItemName_Base.RoastingPan = "ถาดอบอาหาร",
    ItemName_Base.RockCandy = "น้ำตาลแท่ง",
    ItemName_Base.RollingPin = "ไม้นวดแป้ง",
    ItemName_Base.Rope = "เชือก",
    ItemName_Base.Rosehips = "โรสฮิป",
    ItemName_Base.Rosemary = "โรสแมรี่",
    ItemName_Base.RosewoodMap = "แผนที่โรสวูด",
    ItemName_Base.RubberBand = "ยางยืด",
    ItemName_Base.Rubberducky = "เป็ดยาง",
    ItemName_Base.Rubberducky2 = "เป็ดยาง",
    ItemName_Base.SackCabbages = "กระสอบ",
    ItemName_Base.SackCarrots = "กระสอบ",
    ItemName_Base.SackOnions = "กระสอบ",
    ItemName_Base.SackPotatoes = "กระสอบ",
    ItemName_Base.SackProduce_Apple = "แอปเปิล (กระสอบ)",
    ItemName_Base.SackProduce_BellPepper = "พริกหยวก (กระสอบ)",
    ItemName_Base.SackProduce_Broccoli = "บรอกโคลี (กระสอบ)",
    ItemName_Base.SackProduce_Cabbage = "กะหล่ำปลี (กระสอบ)",
    ItemName_Base.SackProduce_Carrot = "แคร์รอต (กระสอบ)",
    ItemName_Base.SackProduce_Cherry = "เชอร์รี (กระสอบ)",
    ItemName_Base.SackProduce_Corn = "ข้าวโพด (กระสอบ)",
    ItemName_Base.SackProduce_Eggplant = "มะเขือยาว (กระสอบ)",
    ItemName_Base.SackProduce_Grapes = "องุ่น (กระสอบ)",
    ItemName_Base.SackProduce_Leek = "ต้นหอม (กระสอบ)",
    ItemName_Base.SackProduce_Lettuce = "ผักสลัด (กระสอบ)",
    ItemName_Base.SackProduce_Onion = "หอมใหญ่ (กระสอบ)",
    ItemName_Base.SackProduce_Peach = "พีช (กระสอบ)",
    ItemName_Base.SackProduce_Pear = "แพร์ (กระสอบ)",
    ItemName_Base.SackProduce_Potato = "มันฝรั่ง (กระสอบ)",
    ItemName_Base.SackProduce_RedRadish = "แรดิช (กระสอบ)",
    ItemName_Base.SackProduce_Strawberry = "สตรอว์เบอร์รี (กระสอบ)",
    ItemName_Base.SackProduce_Tomato = "มะเขือเทศ (กระสอบ)",
    ItemName_Base.Sage = "เสจ",
    ItemName_Base.Salami = "ซาลามิ",
    ItemName_Base.SalamiSlice = "ซาลามิหั่นบาง",
    ItemName_Base.Salmon = "ปลาแซลมอน",
    ItemName_Base.Salt = "เกลือ",
    ItemName_Base.Sandbag = "กระสอบทราย",
    ItemName_Base.Sandwich = "แซนด์วิช",
    ItemName_Base.Saucepan = "กระทะทรงลึก",
    ItemName_Base.Sausage = "ไส้กรอก",
    ItemName_Base.Saw = "เลื่อย",
    ItemName_Base.SawflyLarva = "หนอนผีเสื้อ",
    ItemName_Base.Saxophone = "แซ็กโซโฟน",
    ItemName_Base.Scalpel = "มีดผ่าตัด",
    ItemName_Base.Scarf_StripeBlackWhite = "ผ้าพันคอ",
    ItemName_Base.Scarf_StripeBlueWhite = "ผ้าพันคอ",
    ItemName_Base.Scarf_StripeRedWhite = "ผ้าพันคอ",
    ItemName_Base.Scarf_White = "ผ้าพันคอ",
    ItemName_Base.Scissors = "กรรไกร",
    ItemName_Base.Scotchtape = "เทปใส",
    ItemName_Base.ScrapMetal = "เศษเหล็ก",
    ItemName_Base.Screwdriver = "ไขควง",
    ItemName_Base.Screws = "น็อต",
    ItemName_Base.ScrewsBox = "น็อต (บรรจุกล่อง)",
    ItemName_Base.Seaweed = "สาหร่าย",
    ItemName_Base.SeedBag = "กระเป๋าหูรูด",
    ItemName_Base.SewingKit = "ชุดอุปกรณ์เย็บผ้า",
    ItemName_Base.SharpedStone = "หินบิ่น",
    ItemName_Base.Sheet = "ผ้า",
    ItemName_Base.SheetMetal = "แผ่นเหล็ก",
    ItemName_Base.SheetPaper2 = "แผ่นกระดาษ",
    ItemName_Base.SheetRope = "เชือกผ้า",
    ItemName_Base.Shirt_Baseball_KY = "เสื้อเบสบอล",
    ItemName_Base.Shirt_Baseball_Rangers = "เสื้อเบสบอล ริเวอร์ไซด์แรนเจอร์",
    ItemName_Base.Shirt_Baseball_Z = "เสื้อเบสบอล ซีเฮอร์ริเคน",
    ItemName_Base.Shirt_Bowling_Blue = "โบว์ลิ่งสีน้ำเงิน",
    ItemName_Base.Shirt_Bowling_Brown = "โบว์ลิ่งสีน้ำตาล",
    ItemName_Base.Shirt_Bowling_Green = "โบว์ลิ่งสีเขียว",
    ItemName_Base.Shirt_Bowling_LimeGreen = "โบว์ลิ่งสีเขียว",
    ItemName_Base.Shirt_Bowling_Pink = "โบว์ลิ่งสีชมพู",
    ItemName_Base.Shirt_Bowling_White = "โบว์ลิ่งสีขาว",
    ItemName_Base.Shirt_CamoDesert = "เสื้อทหาร ลายพรางทะเลทราย",
    ItemName_Base.Shirt_CamoGreen = "เสื้อทหาร ลายพราง",
    ItemName_Base.Shirt_CamoUrban = "เสื้อทหาร ลายพรางในเมือง",
    ItemName_Base.Shirt_CropTopNoArmTINT = "ครอปท็อป",
    ItemName_Base.Shirt_CropTopTINT = "ครอปท็อปมีแขน",
    ItemName_Base.Shirt_Denim = "เสื้อยีนส์",
    ItemName_Base.Shirt_FormalTINT = "เสื้อเชิ้ต",
    ItemName_Base.Shirt_FormalWhite = "เสื้อเชิ้ตแขนยาว",
    ItemName_Base.Shirt_FormalWhite_ShortSleeve = "เสื้อเชิ้ตแขนสั้น",
    ItemName_Base.Shirt_FormalWhite_ShortSleeveTINT = "เสื้อเชิ้ต",
    ItemName_Base.Shirt_HawaiianRed = "เสื้อฮาวายสีแดง",
    ItemName_Base.Shirt_HawaiianTINT = "เสื้อฮาวาย",
    ItemName_Base.Shirt_Jockey01 = "เสื้อนักขี่ม้า - 1",
    ItemName_Base.Shirt_Jockey02 = "เสื้อนักขี่ม้า - 2",
    ItemName_Base.Shirt_Jockey03 = "เสื้อนักขี่ม้า - 3",
    ItemName_Base.Shirt_Jockey04 = "เสื้อนักขี่ม้า - 4",
    ItemName_Base.Shirt_Jockey05 = "เสื้อนักขี่ม้า - 5",
    ItemName_Base.Shirt_Jockey06 = "เสื้อนักขี่ม้า - 6",
    ItemName_Base.Shirt_Lumberjack = "เสื้อลายสกอต",
    ItemName_Base.Shirt_OfficerWhite = "เสื้อตำรวจสีอ่อน",
    ItemName_Base.Shirt_PoliceBlue = "เสื้อตำรวจรัฐ",
    ItemName_Base.Shirt_PoliceGrey = "เสื้อตำรวจ",
    ItemName_Base.Shirt_Priest = "เสื้อนักบวช",
    ItemName_Base.Shirt_PrisonGuard = "เสื้อผู้คุม",
    ItemName_Base.Shirt_Ranger = "เสื้อเจ้าหน้าที่ป่าไม้",
    ItemName_Base.Shirt_Scrubs = "เสื้อแขนยาวแพทย์",
    ItemName_Base.Shirt_Workman = "เสื้อทำงาน",
    ItemName_Base.Shoes_ArmyBoots = "รองเท้าทหาร",
    ItemName_Base.Shoes_ArmyBootsDesert = "รองเท้าทหาร ลายพรางทะเลทราย",
    ItemName_Base.Shoes_Black = "รองเท้า",
    ItemName_Base.Shoes_BlackBoots = "รองเท้าหุ้มข้อ",
    ItemName_Base.Shoes_BlueTrainers = "รองเท้าผ้าใบ",
    ItemName_Base.Shoes_Bowling = "รองเท้าโบว์ลิ่ง",
    ItemName_Base.Shoes_Brown = "รองเท้า",
    ItemName_Base.Shoes_Fancy = "รองเท้าออกงานชาย",
    ItemName_Base.Shoes_FlipFlop = "รองเท้าแตะหูคีบ",
    ItemName_Base.Shoes_Random = "รองเท้า",
    ItemName_Base.Shoes_RedTrainers = "รองเท้าผ้าใบ",
    ItemName_Base.Shoes_RidingBoots = "รองเท้าขี่ม้า",
    ItemName_Base.Shoes_Sandals = "รองเท้า",
    ItemName_Base.Shoes_Slippers = "รองเท้าแตะ",
    ItemName_Base.Shoes_Strapped = "รองเท้าออกงานผู้หญิง",
    ItemName_Base.Shoes_TrainerTINT = "รองเท้าผ้าใบ",
    ItemName_Base.Shoes_Wellies = "รองเท้าบูต",
    ItemName_Base.Shorts_BoxingBlue = "กางเกงชกมวย",
    ItemName_Base.Shorts_BoxingRed = "กางเกงชกมวย",
    ItemName_Base.Shorts_CamoGreenLong = "กางเกงทหาร ลายพรางขาสั้น",
    ItemName_Base.Shorts_CamoUrbanLong = "กางเกงทหาร ลายพรางในเมืองขาสั้น",
    ItemName_Base.Shorts_LongDenim = "กางเกงยีนส์ขาสั้นสามส่วน",
    ItemName_Base.Shorts_LongSport = "กางเกงกีฬายาว",
    ItemName_Base.Shorts_LongSport_Red = "กางเกงกีฬายาว",
    ItemName_Base.Shorts_ShortDenim = "กางเกงยีนส์ขาสั้น",
    ItemName_Base.Shorts_ShortFormal = "กางเกงขาสั้น",
    ItemName_Base.Shorts_ShortSport = "กางเกงกีฬา",
    ItemName_Base.Shotgun = "ปืนลูกซอง JS-2000",
    ItemName_Base.ShotgunCase1 = "กระเป๋าปืน",
    ItemName_Base.ShotgunCase2 = "กระเป๋าปืน",
    ItemName_Base.ShotgunSawnoff = "ปืนลูกซองสั้น JS-2000",
    ItemName_Base.ShotgunShells = "กระสุนปืนลูกซอง",
    ItemName_Base.ShotgunShellsBox = "กระสุนปืนลูกซอง (บรรจุกล่อง)",
    ItemName_Base.ShotgunShellsMold = "แม่พิมพ์กระสุนปืนลูกซอง",
    ItemName_Base.Shovel = "พลั่ว",
    ItemName_Base.Shovel2 = "พลั่ว",
    ItemName_Base.Shrimp = "กุ้ง",
    ItemName_Base.ShrimpDumpling = "ฮะเก๋า",
    ItemName_Base.ShrimpFried = "กุ้งทอด",
    ItemName_Base.ShrimpFriedCraft = "กุ้งทอด",
    ItemName_Base.SilkMothCaterpillar = "หนอนผีเสื้อ",
    ItemName_Base.Skirt_Knees = "กระโปรงสั้น",
    ItemName_Base.Skirt_Long = "กระโปรงยาว",
    ItemName_Base.Skirt_Mini = "กระโปรงสั้น",
    ItemName_Base.Skirt_Normal = "กระโปรง",
    ItemName_Base.Skirt_Short = "กระโปรงสั้นเหนือหัวเข่า",
    ItemName_Base.Sledgehammer = "ค้อนปอนด์",
    ItemName_Base.Sledgehammer2 = "ค้อนปอนด์",
    ItemName_Base.Sling = "สายสะพาย",
    ItemName_Base.Slug = "ทาก",
    ItemName_Base.Slug2 = "ทาก",
    ItemName_Base.SmallGasTank1 = "ถังน้ำมันเล็ก",
    ItemName_Base.SmallGasTank2 = "ถังน้ำมันเล็ก",
    ItemName_Base.SmallGasTank3 = "ถังน้ำมันเล็ก",
    ItemName_Base.SmallSheetMetal = "แผ่นเหล็ก (เล็ก)",
    ItemName_Base.SmallTrunk1 = "ท้ายรถเล็ก",
    ItemName_Base.SmallTrunk2 = "ท้ายรถเล็ก",
    ItemName_Base.SmallTrunk3 = "ท้ายรถเล็ก",
    ItemName_Base.Smallanimalmeat = "เนื้อสัตว์เล็ก",
    ItemName_Base.Smallbirdmeat = "เนื้อนก",
    ItemName_Base.SmashedBottle = "ขวดปากฉลาม",
    ItemName_Base.SmithingMag1 = "นิตยสารงานตีเหล็ก เล่มที่ 1",
    ItemName_Base.SmithingMag2 = "นิตยสารงานตีเหล็ก เล่มที่ 2",
    ItemName_Base.SmithingMag3 = "นิตยสารงานตีเหล็ก เล่มที่ 3",
    ItemName_Base.SmithingMag4 = "นิตยสารงานตีเหล็ก เล่มที่ 4",
    ItemName_Base.SmokeBomb = "ระเบิดควัน",
    ItemName_Base.SmokeBombRemote = "ระเบิดควัน (ควบคุมด้วยรีโมต)",
    ItemName_Base.SmokeBombSensorV1 = "ระเบิดควัน (เซ็นเซอร์)",
    ItemName_Base.SmokeBombSensorV2 = "ระเบิดควัน (เซ็นเซอร์)",
    ItemName_Base.SmokeBombSensorV3 = "ระเบิดควัน (เซ็นเซอร์)",
    ItemName_Base.SmokeBombTriggered = "ระเบิดควัน (ตั้งเวลา)",
    ItemName_Base.Smore = "สมอร์",
    ItemName_Base.Snail = "หอยทาก",
    ItemName_Base.SnoGlobes = "เค้กบอลหิมะ (สโนโกลบส์)",
    ItemName_Base.SnowShovel = "พลั่วตักหิมะ",
    ItemName_Base.Soap = "สบู่",
    ItemName_Base.Soap2 = "สบู่",
    ItemName_Base.SoccerBall = "ลูกฟุตบอล",
    ItemName_Base.Socks_Ankle = "ถุงเท้า",
    ItemName_Base.Socks_Long = "ถุงเท้ายาว",
    ItemName_Base.SoupBowl = "ชามซุป",
    ItemName_Base.Soysauce = "ซอสถั่วเหลือง",
    ItemName_Base.Sparklers = "ดอกไม้ไฟ",
    ItemName_Base.Spatula = "ตะหลิว",
    ItemName_Base.Speaker = "ลำโพง",
    ItemName_Base.SpearBreadKnife = "หอกปลายมีดหั่นขนมปัง",
    ItemName_Base.SpearButterKnife = "หอกปลายมีดปาดเนย",
    ItemName_Base.SpearCrafted = "หอก",
    ItemName_Base.SpearFork = "หอกปลายส้อม",
    ItemName_Base.SpearHandFork = "หอกปลายส้อมพรวมดิน",
    ItemName_Base.SpearHuntingKnife = "หอกปลายมีดล่าสัตว์",
    ItemName_Base.SpearIcePick = "หอกปลายเหล็กหมาด",
    ItemName_Base.SpearKnife = "หอกปลายมีด",
    ItemName_Base.SpearLetterOpener = "หอกปลายมีดเปิดซองจดหมาย",
    ItemName_Base.SpearMachete = "หอกปลายมีดเดินป่า",
    ItemName_Base.SpearScalpel = "หอกปลายมีดผ่าตัด",
    ItemName_Base.SpearScissors = "หอกปลายกรรไกร",
    ItemName_Base.SpearScrewdriver = "หอกปลายไขควง",
    ItemName_Base.SpearSpoon = "หอกปลายช้อน",
    ItemName_Base.Spiffo = "ตุ๊กตาสปิฟโฟ",
    ItemName_Base.SpiffoBig = "ตุ๊กตาสปิฟโฟตัวใหญ่",
    ItemName_Base.SpiffoSuit = "ชุดสปิฟโฟ",
    ItemName_Base.SpiffoTail = "หางสปิฟโฟ",
    ItemName_Base.Splint = "เฝือก",
    ItemName_Base.Sponge = "ฟองน้ำ",
    ItemName_Base.Spoon = "ช้อน",
    ItemName_Base.Springroll = "เปาะเปี๊ยะ",
    ItemName_Base.Squid = "ปลาหมึก",
    ItemName_Base.SquidCalamari = "ปลาหมึกทอดกรอบ",
    ItemName_Base.SportCarSeat1 = "เบาะนั่งสปอร์ต",
    ItemName_Base.SportCarSeat2 = "เบาะนั่งสปอร์ต",
    ItemName_Base.SportCarSeat3 = "เบาะนั่งสปอร์ต",
    ItemName_Base.Stairs = "ชิ้นส่วนบันได้",
    ItemName_Base.Stake = "ลิ่ม",
    ItemName_Base.Stapler = "ที่เย็บกระดาษ",
    ItemName_Base.Staples = "ลวดเย็บกระดาษ",
    ItemName_Base.Steak = "เนื้อ",
    ItemName_Base.StewBowl = "ชามสตู",
    ItemName_Base.StockingsBlack = "ถุงน่องสั้นสีดำ",
    ItemName_Base.StockingsBlackSemiTrans = "ถุงน่องสั้นกึ่งโปร่งใส",
    ItemName_Base.StockingsBlackTrans = "ถุงน่องสั้นโปร่งใส",
    ItemName_Base.StockingsWhite = "ถุงน่องสั้นสีขาว",
    ItemName_Base.Stone = "หิน",
    ItemName_Base.Straw = "หลอดดูด",
    ItemName_Base.String = "เชือกป่าน",
    ItemName_Base.Sugar = "น้ำตาล",
    ItemName_Base.SugarBrown = "น้ำตาลทรายแดง",
    ItemName_Base.SugarPacket = "น้ำตาลซอง",
    ItemName_Base.Suit_Jacket = "เสื้อสูท",
    ItemName_Base.Suit_JacketTINT = "เสื้อสูท",
    ItemName_Base.Suitcase = "กระเป๋าเสื้อผ้า",
    ItemName_Base.SunflowerSeeds = "เมล็ดทานตะวัน",
    ItemName_Base.SushiEgg = "ซูชิไข่",
    ItemName_Base.SushiFish = "ซูชิปลา",
    ItemName_Base.SutureNeedle = "เข็มเย็บแผล",
    ItemName_Base.SutureNeedleHolder = "กรรไกรจับเข็มเย็บแผล",
    ItemName_Base.SwallowtailCaterpillar = "หนอนผีเสื้อ",
    ItemName_Base.SwimTrunks_Blue = "กางเกงว่ายน้ำ",
    ItemName_Base.SwimTrunks_Green = "กางเกงว่ายน้ำ",
    ItemName_Base.SwimTrunks_Red = "กางเกงว่ายน้ำ",
    ItemName_Base.SwimTrunks_Yellow = "กางเกงว่ายน้ำ",
    ItemName_Base.Swimsuit_TINT = "ชุดว่ายน้ำ",
    ItemName_Base.TVDinner = "อาหารสำเร็จรูปแช่แข็ง",
    ItemName_Base.TVMagazine = "นิตยสารทีวี",
    ItemName_Base.TableLeg = "ขาโต๊ะ",
    ItemName_Base.Taco = "ทาโก้",
    ItemName_Base.TacoCraft = "ทาโก้",
    ItemName_Base.TacoRecipe = "ทาโก้",
    ItemName_Base.TacoShell = "แป้งทาโก้",
    ItemName_Base.Tarp = "ผ้าใบ",
    ItemName_Base.Teabag = "ถุงชา",
    ItemName_Base.Teabag2 = "ถุงชา",
    ItemName_Base.Teacup = "ถ้วยชา",
    ItemName_Base.TennisBall = "ลูกเทนนิส",
    ItemName_Base.TennisRacket = "ไม้เทนนิส",
